1721.000977	-170.627090
1720.027344	-5.998087
1719.052734	83.628349
1718.078125	26.444683
1717.104492	48.317684
1716.128906	-66.248405
1715.154297	-14.543547
1714.178711	-42.784424
1713.204102	87.490669
1712.228516	94.291664
1711.251953	-106.833237
1710.276367	-0.847354
1709.299805	178.999481
1708.324219	-33.301598
1707.347656	99.744240
1706.370117	27.666252
1705.393555	-190.514755
1704.416016	0.441870
1703.438477	-110.763641
1702.460938	-61.062969
1701.483398	-37.184139
1700.505859	68.261559
1699.527344	94.211922
1698.548828	17.748085
1697.570313	298.774109
1696.591797	119.772804
1695.612305	300.716766
1694.632813	149.535934
1693.653320	79.953171
1692.673828	79.166557
1691.694336	-56.972885
1690.713867	79.757004
1689.734375	180.630539
1688.753906	-19.535807
1687.772461	132.076172
1686.791992	-29.945145
1685.810547	55.186958
1684.830078	-12.635740
1683.848633	13.733950
1682.866211	-120.421341
1681.884766	-139.981812
1680.902344	-116.322884
1679.919922	245.779053
1678.937500	58.074497
1677.955078	33.233601
1676.971680	145.708145
1675.989258	113.183205
1675.005859	100.977867
1674.022461	81.138702
1673.038086	-55.620724
1672.054688	-128.789993
1671.070313	6.357346
1670.085938	-21.094870
1669.101563	37.803825
1668.117188	-50.559772
1667.131836	125.079536
1666.146484	21.516754
1665.161133	110.835426
1664.175781	83.451927
1663.189453	-17.462847
1662.204102	-151.257019
1661.217773	-44.162518
1660.231445	-160.119797
1659.245117	-50.479836
1658.257813	-120.745117
1657.270508	-241.609543
1656.284180	37.741524
1655.295898	-55.206367
1654.308594	-82.249252
1653.321289	-28.262241
1652.333008	-55.246353
1651.344727	99.959076
1650.356445	-55.956959
1649.367188	66.368607
1648.378906	102.739189
1647.389648	70.870598
1646.400391	-110.044975
1645.411133	-220.103149
1644.420898	63.971046
1643.431641	-101.562813
1642.441406	-11.980069
1641.451172	309.854218
1640.459961	-70.079964
1639.469727	-225.218048
1638.478516	-1.837206
1637.487305	65.100403
1636.496094	116.915543
1635.504883	209.086166
1634.512695	-34.027988
1633.520508	159.000214
1632.528320	105.046036
1631.536133	260.242523
1630.543945	229.023422
1629.550781	8.971162
1628.557617	239.698013
1627.564453	228.715759
1626.571289	285.714905
1625.578125	315.041168
1624.583984	188.403946
1623.589844	391.310669
1622.595703	465.920502
1621.601563	452.533173
1620.606445	431.619812
1619.611328	528.842957
1618.616211	337.122406
1617.621094	469.531281
1616.625977	742.538208
1615.629883	867.296082
1614.633789	713.376343
1613.637695	813.021973
1612.641602	947.769043
1611.645508	1012.228638
1610.648438	805.774414
1609.651367	614.463135
1608.654297	801.818970
1607.657227	926.439453
1606.659180	948.251099
1605.662109	1102.870117
1604.664063	1079.556030
1603.666016	908.488342
1602.666992	952.824097
1601.668945	1352.651367
1600.669922	1281.743164
1599.670898	1223.375854
1598.671875	1014.916504
1597.671875	931.596436
1596.672852	1035.886475
1595.672852	1040.099854
1594.672852	1151.797974
1593.671875	1023.496643
1592.671875	1042.682129
1591.670898	866.973389
1590.669922	783.744568
1589.668945	633.114929
1588.667969	629.841309
1587.666016	601.579895
1586.664063	453.526154
1585.662109	492.653870
1584.660156	254.850845
1583.658203	353.830139
1582.655273	395.384674
1581.652344	102.840042
1580.649414	179.288193
1579.646484	160.991074
1578.642578	224.884293
1577.638672	301.184113
1576.634766	93.525604
1575.630859	-7.004026
1574.626953	233.529160
1573.622070	267.349854
1572.618164	186.684555
1571.613281	41.329987
1570.607422	0.463282
1569.602539	161.028870
1568.596680	336.404510
1567.590820	161.193527
1566.584961	30.763645
1565.579102	54.409355
1564.572266	18.382732
1563.566406	116.474281
1562.559570	157.369263
1561.551758	280.127838
1560.544922	25.546516
1559.537109	61.368164
1558.530273	-51.702351
1557.521484	28.693390
1556.513672	89.200394
1555.505859	13.280775
1554.497070	-65.132698
1553.488281	-116.280807
1552.479492	40.703499
1551.470703	11.786893
1550.460938	-108.807831
1549.451172	203.974625
1548.441406	-23.133373
1547.431641	185.473602
1546.421875	-58.923203
1545.411133	226.226120
1544.400391	-136.895950
1543.389648	4.639352
1542.378906	-31.950153
1541.367188	-241.625290
1540.355469	65.332703
1539.343750	-57.848492
1538.332031	-35.242973
1537.320313	165.168945
1536.307617	-27.214216
1535.294922	-140.536758
1534.282227	7.821650
1533.269531	146.215714
1532.256836	18.029461
1531.243164	-265.567139
1530.229492	-107.579498
1529.215820	-48.324730
1528.202148	8.409375
1527.187500	-316.985535
1526.172852	-65.606575
1525.158203	175.782944
1524.143555	-107.650589
1523.127930	360.153351
1522.113281	113.679253
1521.097656	-58.880836
1520.082031	-44.338661
1519.065430	98.114357
1518.049805	178.992203
1517.033203	3.982885
1516.016602	99.533592
1515.000000	72.085220
1513.982422	133.102539
1512.965820	-49.220535
1511.948242	-81.621895
1510.930664	131.627991
1509.913086	-18.735985
1508.894531	-102.773476
1507.875977	-61.589848
1506.857422	16.374027
1505.838867	-13.692845
